Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
LA FERTE SOUS JOUARRE;87116517;JOB;2019;2019-05-14;P;P;De 6h à 10h;1951
LAGNY THORIGNY;87116319;JOB;2019;2019-03-13;P;P;Avant 6h;146
LONGUEVILLE;87116137;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;121
LONGUEVILLE;87116137;JOB;2019;2019-05-16;P;P;De 6h à 10h;31
MEAUX;87116103;Dimanche;2019;2019-05-12;P;P;Après 20h;656
MEAUX;87116103;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;513
MEAUX;87116103;Samedi;2019;2019-05-11;P;P;De 6h à 10h;793
MOUROUX;87116285;Dimanche;2019;2019-03-16;P;P;De 10h à 16h;22
PARIS EST;87113001;JOB;2019;2019-05-21;P;P;De 16h à 20h;1364
SAINT-SIMEON;87116368;JOB;2019;2019-05-14;P;P;De 6h à 10h;8
SAINTE-COLOMBE SEPTVEILLES;87116178;Dimanche;2019;2019-05-12;P;P;De 16h à 20h;44
VERNEUIL L'ETANG;87116079;Dimanche;2019;2019-05-12;P;P;Après 20h;20
VILLIERS MONTBARBIN;87116749;Samedi;2019;2019-05-11;P;P;Après 20h;4
BAGNEAUX SUR LOING;87684191;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;43
CHAMPAGNE SUR SEINE;87682450;JOB;2017;2017-03-07;R;R;Avant 6h;12
DORDIVES;87684233;JOB;2017;2017-03-07;R;R;Avant 6h;19
FONTAINEBLEAU AVON;87682211;JOB;2017;2017-03-07;R;R;De 6h à 10h;2674
LA GRANDE PAROISSE;87682476;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;26
MELUN;87682005;JOB;2017;2017-03-07;R;R;Après 20h;878
MELUN;87682005;JOB;2017;2017-03-07;R;R;Avant 6h;174
MONTARGIS;87684001;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;333
MONTARGIS;87684001;JOB;2017;2017-03-07;R;R;De 10h à 16h;203
MONTEREAU;87682302;Dimanche;2017;2017-03-12;R;R;Après 20h;141
MONTIGNY SUR LOING;87684100;Dimanche;2017;2017-03-12;R;R;Avant 6h;2
MORET VENEUX LES SABLONS;87682278;JOB;2017;2017-03-07;R;R;Avant 6h;94
THOMERY;87682252;Samedi;2017;2017-03-11;R;R;De 10h à 16h;31
THOMERY;87682252;Samedi;2017;2017-03-11;R;R;De 16h à 20h;24
VERNOU SUR SEINE;87682468;Samedi;2017;2017-03-11;R;R;De 6h à 10h;13
DUGNY LA COURNEUVE TRAM 11 EXPRESS;87697342;Dimanche;2017;2017-12-03;T11;T11;De 6h à 10h;14
EPINAY TRAM 11 EXPRESS;87697292;Dimanche;2017;2017-12-03;T11;T11;De 16h à 20h;380
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;Dimanche;2017;2017-12-03;T11;T11;Avant 6h;13
LE BOURGET TRAM 11 EXPRESS;87697359;JOB;2017;2017-11-28;T11;T11;De 16h à 20h;1446
PIERREFITTE STAINS TRAM 11 EXPRESS;87697326;Samedi;2017;2017-12-02;T11;T11;De 16h à 20h;432
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;JOB;2017;2017-11-28;T11;T11;De 6h à 10h;618
ALLEE DE LA TOUR RENDEZ-VOUS;87113878;JOB;2015;2015-10-06;T4;T4;De 6h à 10h;0
BONDY;87113407;Dimanche;2015;2015-10-04;T4;T4;De 6h à 10h;303
FREINVILLE SEVRAN;87113894;JOB;2015;2015-10-06;T4;T4;Avant 6h;57
GARGAN;87113860;JOB;2015;2015-10-06;T4;T4;Avant 6h;144
L'ABBAYE;87113886;Dimanche;2015;2015-10-04;T4;T4;Après 20h;60
REMISE A JORELLE;87988709;Dimanche;2015;2015-10-04;T4;T4;Avant 6h;12
REMISE A JORELLE;87988709;JOB;2015;2015-10-15;T4;T4;De 10h à 16h;9
ROUGEMONT CHANTELOUP;87431791;JOB;2015;2015-10-15;T4;T4;De 10h à 16h;13
ROUGEMONT CHANTELOUP;87431791;JOB;2015;2015-10-06;T4;T4;De 16h à 20h;597
LA VERRIERE;87393256;Dimanche;2016;2016-03-13;U;U;Après 20h;47
LA VERRIERE;87393256;JOB;2016;2016-03-15;U;U;De 6h à 10h;3060
SAINT-CLOUD;87382358;Samedi;2016;2016-03-12;U;U;Avant 6h;4
SAINT-CYR;87393223;Dimanche;2016;2016-03-13;U;U;Après 20h;49
SAINT-CYR;87393223;Dimanche;2016;2016-03-13;U;U;De 16h à 20h;239
SAINT-QUENTIN EN YVELINES;87393843;Dimanche;2016;2016-03-13;U;U;De 6h à 10h;315
SEVRES VILLE D'AVRAY;87382341;JOB;2016;2016-03-22;U;U;De 16h à 20h;426
TRAPPES;87393835;Samedi;2016;2016-03-12;U;U;De 16h à 20h;429
TRAPPES;87393835;Samedi;2016;2016-03-12;U;U;De 6h à 10h;328
ACHERES VILLE;87381657;Samedi;2014;2014-05-17;A;A;Après 20h;262
CERGY PREFECTURE;87381905;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;2419
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;A;A;Après 20h;832
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;A;A;De 10h à 16h;5344
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;A;A;De 6h à 10h;4959
CERGY PREFECTURE;87381905;Samedi;2014;2014-05-17;A;A;De 16h à 20h;3921
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014;2014-05-17;A;A;Après 20h;678
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2014;2014-05-17;A;A;De 16h à 20h;2310
POISSY;87386573;JOB;2018;2018-03-27;A;A;Après 20h;369
POISSY;87386573;JOB;2018;2018-03-27;A;A;De 6h à 10h;5587
SARTROUVILLE;87386417;JOB;2018;2018-03-27;A;A;De 16h à 20h;3709
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-28;B;B;Avant 6h;959
AULNAY SOUS BOIS;87271411;Samedi;2019;2019-03-16;B;B;De 16h à 20h;4853
DRANCY;87271403;JOB;2019;2019-03-28;B;B;De 10h à 16h;3474
DRANCY;87271403;Samedi;2019;2019-03-16;B;B;De 6h à 10h;2866
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-03-28;B;B;De 6h à 10h;4894
LA PLAINE STADE DE FRANCE;87164798;Samedi;2019;2019-03-16;B;B;Après 20h;1569
LE BOURGET;87271395;JOB;2019;2019-03-21;B;B;Après 20h;733
LE BOURGET;87271395;JOB;2019;2019-03-28;B;B;Après 20h;1241
PARC DES EXPOSITIONS;87271486;JOB;2019;2019-03-28;B;B;De 10h à 16h;1150
PARC DES EXPOSITIONS;87271486;Samedi;2019;2019-03-16;B;B;Avant 6h;38
SEVRAN LIVRY;87271429;Samedi;2019;2019-03-16;B;B;Après 20h;533
SEVRAN LIVRY;87271429;Samedi;2019;2019-03-16;B;B;De 6h à 10h;1613
VERT GALANT;87271437;Samedi;2019;2019-03-16;B;B;Avant 6h;207
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2019;2019-03-21;B;B;De 6h à 10h;610
ABLON;87545269;Samedi;2017;2017-04-22;C;C;Après 20h;116
ABLON;87545269;Samedi;2017;2017-04-22;C;C;De 10h à 16h;584
ARPAJON;87545467;JOB;2017;2017-04-25;C;C;Avant 6h;122
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Samedi;2017;2017-04-22;C;C;Avant 6h;15
AVENUE FOCH;87381038;Dimanche;2017;2017-04-23;C;C;Après 20h;85
AVENUE FOCH;87381038;Samedi;2017;2017-04-22;C;C;Avant 6h;5
AVENUE HENRI MARTIN;87381046;Samedi;2017;2017-04-22;C;C;Avant 6h;1
BIEVRES;87393546;Dimanche;2017;2017-04-23;C;C;Après 20h;13
BOULAINVILLIERS;87543181;JOB;2017;2017-04-25;C;C;Avant 6h;8
BOURAY;87545178;Samedi;2017;2017-04-22;C;C;De 6h à 10h;183
BREUILLET VILLAGE;87545491;Dimanche;2017;2017-04-23;C;C;Avant 6h;4
BREUILLET VILLAGE;87545491;Samedi;2017;2017-04-22;C;C;De 16h à 20h;114
CERNAY;87276063;JOB;2017;2017-04-25;C;C;De 16h à 20h;617
CHAMARANDE;87545152;Samedi;2017;2017-04-22;C;C;De 16h à 20h;47
CHAMP DE MARS TOUR EIFFEL;87393058;Samedi;2017;2017-04-22;C;C;De 10h à 16h;3318
CHAVILLE VELIZY;87393173;JOB;2017;2017-04-25;C;C;Après 20h;104
CHAVILLE VELIZY;87393173;Samedi;2017;2017-04-22;C;C;De 6h à 10h;309
EGLY;87545475;Dimanche;2017;2017-04-23;C;C;Avant 6h;2
ERMONT EAUBONNE;87276055;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1569
ISSY;87393074;JOB;2017;2017-04-25;C;C;Avant 6h;37
IVRY SUR SEINE;87545301;Dimanche;2017;2017-04-23;C;C;Après 20h;376
IVRY SUR SEINE;87545301;JOB;2017;2017-04-25;C;C;De 10h à 16h;1878
JAVEL;87393066;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;663
JAVEL;87393066;JOB;2017;2017-04-25;C;C;Après 20h;492
JOUFFROY TOCQUEVILLE;87881111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;13
JUVISY;87545244;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;4975
JUVISY;87545244;JOB;2017;2017-04-25;C;C;Après 20h;1573
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Samedi;2017;2017-04-22;C;C;Avant 6h;10
LONGJUMEAU;87393611;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;103
LONGJUMEAU;87393611;Samedi;2017;2017-04-22;C;C;Avant 6h;7
MEUDON VAL FLEURY;87393082;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;147
MEUDON VAL FLEURY;87393082;JOB;2017;2017-04-25;C;C;De 10h à 16h;946
MONTIGNY BEAUCHAMP;87276089;JOB;2017;2017-04-25;C;C;De 16h à 20h;715
MUSEE D'ORSAY;87547307;Samedi;2017;2017-04-22;C;C;De 6h à 10h;443
NEUILLY PORTE MAILLOT;87381020;Samedi;2017;2017-04-22;C;C;Après 20h;746
PARIS AUSTERLITZ;87547026;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;4510
PETIT JOUY LES LOGES;87393504;JOB;2017;2017-04-25;C;C;De 16h à 20h;178
PLACE DU CARROUGE;87441111;JOB;2017;2017-04-25;C;C;Après 20h;0
PONT DE L'ALMA;87393041;Dimanche;2017;2017-04-23;C;C;Après 20h;375
PORCHEFONTAINE;87393165;Samedi;2017;2017-04-22;C;C;De 6h à 10h;137
PORTE D'ASNIERES;87222222;Samedi;2017;2017-04-22;C;C;De 16h à 20h;11
RUNGIS LA FRATERNELLE;87546291;Dimanche;2017;2017-04-23;C;C;Après 20h;32
SAINT-CHERON;87545509;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;103
SAINT-CYR;87393223;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;192
SAINT-GRATIEN;87276170;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;311
SAINT-MICHEL NOTRE DAME;87547315;Dimanche;2017;2017-04-23;C;C;Après 20h;3565
SAINT-MICHEL NOTRE DAME;87547315;Samedi;2017;2017-04-22;C;C;De 6h à 10h;4511
SAINT-OUEN;87271247;JOB;2017;2017-04-25;C;C;Avant 6h;40
SAINT-OUEN;87271247;Samedi;2017;2017-04-22;C;C;De 10h à 16h;622
SAINT-OUEN L'AUMONE;87276105;Samedi;2017;2017-04-22;C;C;De 10h à 16h;267
SAINT-OUEN L'AUMONE;87276105;Samedi;2017;2017-04-22;C;C;De 16h à 20h;197
SAINT-OUEN L'AUMONE LIESSE;87337980;Dimanche;2017;2017-04-23;C;C;Après 20h;35
SAINT-OUEN L'AUMONE LIESSE;87337980;Samedi;2017;2017-04-22;C;C;Après 20h;17
SAINT-QUENTIN EN YVELINES;87393843;Dimanche;2017;2017-04-23;C;C;Avant 6h;10
SERMAISE;87545517;JOB;2017;2017-04-25;C;C;De 6h à 10h;158
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;JOB;2017;2017-04-25;C;C;De 6h à 10h;2238
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Samedi;2017;2017-04-22;C;C;De 10h à 16h;3521
VILLENEUVE LE ROI;87545277;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;304
VILLENEUVE LE ROI;87545277;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;86
BOIGNEVILLE;87684407;JOB;2019;2019-03-26;D;D;Après 20h;0
BOIGNEVILLE;87684407;JOB;2019;2019-03-26;D;D;De 6h à 10h;28
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;12
BOISSISE LE ROI;87682518;JOB;2019;2019-03-26;D;D;Après 20h;4
BOISSISE LE ROI;87682518;Samedi;2019;2019-03-23;D;D;De 10h à 16h;26
BOUTIGNY;87681478;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;20
BRUNOY;87682120;JOB;2019;2019-03-26;D;D;De 6h à 10h;5211
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;De 10h à 16h;16
BUNO GIRONVILLE;87681510;Samedi;2019;2019-03-23;D;D;Après 20h;0
CESSON;87682161;JOB;2019;2019-03-26;D;D;De 16h à 20h;537
CHATELET LES HALLES;87758607;Samedi;2019;2019-03-23;D;D;De 6h à 10h;2830
CRETEIL POMPADOUR;87608802;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;4190
GOUSSAINVILLE;87276246;JOB;2019;2019-03-26;D;D;De 10h à 16h;2132
GOUSSAINVILLE;87276246;Samedi;2019;2019-03-23;D;D;Avant 6h;87
GOUSSAINVILLE;87276246;Samedi;2019;2019-03-23;D;D;De 10h à 16h;2100
GRAND BOURG;87681353;Samedi;2019;2019-03-23;D;D;Après 20h;14
LA BORNE BLANCHE;87276287;JOB;2019;2019-03-26;D;D;De 6h à 10h;156
LA FERTE ALAIS;87681452;JOB;2019;2019-03-26;D;D;Avant 6h;19
LE COUDRAY MONTCEAUX;87681635;Dimanche;2019;2019-03-24;D;D;Après 20h;1
LE PLESSIS CHENET;87681627;Samedi;2019;2019-03-23;D;D;De 10h à 16h;5
LE VERT DE MAISONS;87681247;JOB;2019;2019-03-26;D;D;De 6h à 10h;2092
LES NOUES;87276238;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;351
MAISONS-ALFORT ALFORTVILLE;87681155;Samedi;2019;2019-03-23;D;D;Avant 6h;233
MELUN;87682005;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;382
PARIS NORD;87271031;Samedi;2019;2019-03-23;D;D;De 6h à 10h;7386
PIERREFITTE STAINS;87271163;Dimanche;2019;2019-03-24;D;D;Après 20h;582
PONTHIERRY PRINGY;87682526;JOB;2019;2019-03-26;D;D;De 10h à 16h;177
STADE DE FRANCE SAINT-DENIS;87164780;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;639
STADE DE FRANCE SAINT-DENIS;87164780;JOB;2019;2019-03-26;D;D;Avant 6h;71
VILLABE;87681619;JOB;2019;2019-03-26;D;D;Après 20h;3
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;Samedi;2019;2019-03-23;D;D;Après 20h;1113
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;Samedi;2019;2019-03-23;D;D;De 6h à 10h;2915
VIRY CHATILLON;87681312;JOB;2019;2019-03-26;D;D;Avant 6h;104
CHELLES GOURNAY;87116111;JOB;2016;2016-10-04;E;E;De 16h à 20h;1595
EMERAINVILLE PONTAULT COMBAULT;87116046;JOB;2016;2016-10-04;E;E;De 6h à 10h;5734
GAGNY;87113514;JOB;2016;2016-10-04;E;E;De 16h à 20h;1638
GAGNY;87113514;Samedi;2016;2016-10-01;E;E;Après 20h;574
GRETZ ARMAINVILLIERS;87116012;Samedi;2016;2016-10-01;E;E;De 6h à 10h;214
LE CHENAY GAGNY;87113522;Samedi;2016;2016-10-01;E;E;De 16h à 20h;658
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;JOB;2016;2016-10-04;E;E;Après 20h;590
MAGENTA;87281873;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;3186
NOISY LE SEC;87113217;JOB;2016;2016-10-04;E;E;De 10h à 16h;7059
ROISSY EN BRIE;87116038;JOB;2016;2016-10-04;E;E;Avant 6h;159
ROSNY BOIS PERRIER;87113696;JOB;2016;2016-10-04;E;E;Après 20h;1010
ROSNY BOIS PERRIER;87113696;Samedi;2016;2016-10-01;E;E;Avant 6h;115
ROSNY SOUS BOIS;87113704;Samedi;2016;2016-10-01;E;E;De 16h à 20h;1521
TOURNAN;87116210;Dimanche;2016;2016-10-02;E;E;Avant 6h;28
TOURNAN;87116210;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;417
AUVERS SUR OISE;87276543;Samedi;2019;2019-10-12;H;H;Après 20h;12
CERNAY;87276063;Samedi;2019;2019-10-12;H;H;Après 20h;131
DEUIL MONTMAGNY;87276345;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;1037
DEUIL MONTMAGNY;87276345;Samedi;2019;2019-10-12;H;H;De 6h à 10h;729
ECOUEN EZANVILLE;87276394;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;146
ECOUEN EZANVILLE;87276394;Samedi;2019;2019-10-12;H;H;De 16h à 20h;368
ECOUEN EZANVILLE;87276394;Samedi;2019;2019-10-12;H;H;De 6h à 10h;335
EPINAY VILLETANEUSE;87271122;JOB;2019;2019-10-10;H;H;Après 20h;1156
EPINAY VILLETANEUSE;87271122;Samedi;2019;2019-10-12;H;H;De 16h à 20h;2917
EPLUCHES;87276147;Dimanche;2019;2019-10-13;H;H;Après 20h;2
ERMONT HALTE;87276584;Dimanche;2019;2019-10-13;H;H;Après 20h;49
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Samedi;2019;2019-10-12;H;H;Après 20h;272
LA BARRE ORMESSON;87271171;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;647
MONTIGNY BEAUCHAMP;87276089;Dimanche;2019;2019-10-13;H;H;Après 20h;258
MONTIGNY BEAUCHAMP;87276089;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;727
MONTSOULT MAFFLIERS;87276493;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;89
MONTSOULT MAFFLIERS;87276493;JOB;2019;2019-10-10;H;H;De 6h à 10h;1194
MONTSOULT MAFFLIERS;87276493;Samedi;2019;2019-10-12;H;H;De 10h à 16h;345
NOINTEL MOURS;87276758;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;89
PRESLES COURCELLES;87276501;JOB;2019;2019-10-10;H;H;Avant 6h;17
PRESLES COURCELLES;87276501;JOB;2019;2019-10-10;H;H;De 10h à 16h;86
PRESLES COURCELLES;87276501;Samedi;2019;2019-10-12;H;H;De 6h à 10h;53
SAINT-LEU D'ESSERENT;87276402;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;21
SAINT-LEU D'ESSERENT;87276402;JOB;2019;2019-10-10;H;H;Après 20h;3
SAINT-OUEN L'AUMONE;87276105;Samedi;2019;2019-10-12;H;H;De 6h à 10h;293
SAINT-OUEN L'AUMONE LIESSE;87337980;Samedi;2019;2019-10-12;H;H;De 16h à 20h;221
SARCELLES SAINT-BRICE;87276386;JOB;2019;2019-10-10;H;H;De 10h à 16h;1955
SEUGY;87272039;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;23
SEUGY;87272039;Samedi;2019;2019-10-12;H;H;Avant 6h;0
TAVERNY;87276634;JOB;2019;2019-10-10;H;H;De 10h à 16h;684
TAVERNY;87276634;JOB;2019;2019-10-10;H;H;De 6h à 10h;1451
TAVERNY;87276634;Samedi;2019;2019-10-12;H;H;De 10h à 16h;711
VALMONDOIS;87276535;Dimanche;2019;2019-10-13;H;H;Après 20h;33
VAUCELLES;87276626;Dimanche;2019;2019-10-13;H;H;Avant 6h;6
VAUCELLES;87276626;Samedi;2019;2019-10-12;H;H;Avant 6h;9
BOIS COLOMBES;87381079;Dimanche;2019;2019-03-17;J;J4;De 10h à 16h;2064
ERMONT EAUBONNE;87276055;JOB;2019;2019-03-14;J;J4;Avant 6h;160
LE STADE;87381095;Dimanche;2019;2019-03-17;J;J4;Avant 6h;28
SANNOIS;87276188;JOB;2019;2019-03-14;J;J4;Avant 6h;143
AUBERGENVILLE ELISABETHVILLE;87386730;Samedi;2016;2016-11-19;J;J5;Après 20h;60
EPONE MEZIERES;87386763;Dimanche;2016;2016-11-20;J;J5;De 10h à 16h;200
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2016;2016-11-20;J;J5;De 16h à 20h;572
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2016;2016-11-22;J;J5;De 6h à 10h;2754
LES CLAIRIERES DE VERNEUIL;87386664;JOB;2016;2016-11-22;J;J5;Avant 6h;14
LES MUREAUX;87386680;Dimanche;2016;2016-11-20;J;J5;De 10h à 16h;1216
MANTES LA JOLIE;87381509;Samedi;2016;2016-11-19;J;J5;Avant 6h;180
VERNOUILLET VERNEUIL;87386656;JOB;2016;2016-11-22;J;J5;Après 20h;61
VERNOUILLET VERNEUIL;87386656;Samedi;2016;2016-11-19;J;J5;De 16h à 20h;729
VILLENNES SUR SEINE;87386649;JOB;2016;2016-11-22;J;J5;De 6h à 10h;779
ANDRESY;87381491;Dimanche;2016;2016-11-20;J;J6;Après 20h;2
ANDRESY;87381491;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;93
ARGENTEUIL;87381848;Dimanche;2016;2016-11-20;J;J6;Après 20h;452
ARGENTEUIL;87381848;Samedi;2016;2016-11-19;J;J6;Avant 6h;58
CHANTELOUP LES VIGNES;87381475;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;140
CHARS;87381194;JOB;2018;2018-01-23;J;J6;Après 20h;1
CHAUMONT EN VEXIN;87381228;JOB;2018;2018-01-23;J;J6;De 16h à 20h;35
CONFLANS FIN D'OISE;87381459;JOB;2018;2018-01-23;J;J6;Avant 6h;8
CONFLANS SAINTE-HONORINE;87381897;Dimanche;2016;2016-11-20;J;J6;De 6h à 10h;341
CONFLANS SAINTE-HONORINE;87381897;JOB;2018;2018-01-30;J;J6;De 16h à 20h;1207
CORMEILLES EN PARISIS;87381863;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;923
ERAGNY NEUVILLE;87381418;Samedi;2016;2016-11-19;J;J6;Après 20h;59
GARGENVILLE;87381566;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;39
GISORS;87381244;Samedi;2016;2016-11-19;J;J6;De 10h à 16h;103
HERBLAY;87381889;Dimanche;2016;2016-11-20;J;J6;Après 20h;82
HERBLAY;87381889;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;675
ISSOU PORCHEVILLE;87381574;Samedi;2016;2016-11-19;J;J6;De 10h à 16h;68
ISSOU PORCHEVILLE;87381574;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;34
LIMAY;87381582;JOB;2018;2018-01-23;J;J6;Après 20h;25
MANTES LA JOLIE;87381509;JOB;2018;2018-01-23;J;J6;Avant 6h;38
MAURECOURT;87381483;JOB;2018;2018-01-23;J;J6;Après 20h;10
MEULAN HARDRICOURT;87381830;Dimanche;2016;2016-11-20;J;J6;De 6h à 10h;35
PARIS SAINT-LAZARE;87384008;JOB;2018;2018-01-23;J;J6;De 10h à 16h;5688
THUN LE PARADIS;87381822;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;109
TRIEL SUR SEINE;87381806;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;121
TRIEL SUR SEINE;87381806;JOB;2018;2018-01-23;J;J6;De 16h à 20h;135
VAL D'ARGENTEUIL;87381798;JOB;2018;2018-01-23;J;J6;De 16h à 20h;2006
VAUX SUR SEINE;87381814;Samedi;2016;2016-11-19;J;J6;De 6h à 10h;59
CREPY EN VALOIS;87271593;Samedi;2019;2019-03-16;K;K;Avant 6h;44
ORMOY VILLERS;87271585;JOB;2019;2019-03-14;K;K;De 10h à 16h;8
ORMOY VILLERS;87271585;Samedi;2019;2019-03-16;K;K;De 6h à 10h;3
PARIS NORD;87271031;JOB;2019;2019-03-14;K;K;Après 20h;515
THIEUX NANTOUILLET;87272054;Dimanche;2019;2019-03-17;K;K;De 16h à 20h;4
MAREIL MARLY;87382812;JOB;2016;2016-03-15;L;GCO;De 16h à 20h;26
SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX;87366922;Samedi;2016;2016-03-12;L;GCO;De 10h à 16h;126
BOUGIVAL;87382440;Samedi;2019;2019-03-16;L;L2;Avant 6h;5
COURBEVOIE;87382200;Dimanche;2019;2019-03-17;L;L2;Après 20h;285
COURBEVOIE;87382200;Samedi;2019;2019-03-16;L;L2;De 10h à 16h;1843
LA DEFENSE GRANDE ARCHE;87382218;Dimanche;2019;2019-03-17;L;L2;Après 20h;2650
LE VAL D'OR;87382366;Dimanche;2019;2019-03-17;L;L2;De 10h à 16h;508
MARLY LE ROI;87382465;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;280
MONTREUIL;87382879;JOB;2019;2019-03-14;L;L2;De 10h à 16h;958
MONTREUIL;87382879;Samedi;2019;2019-03-16;L;L2;Après 20h;164
PUTEAUX;87382382;JOB;2019;2019-03-14;L;L2;De 10h à 16h;888
SEVRES VILLE D'AVRAY;87382341;Samedi;2019;2019-03-16;L;L2;De 16h à 20h;540
VAUCRESSON;87382267;JOB;2019;2019-03-14;L;L2;De 10h à 16h;701
ASNIERES SUR SEINE;87381137;Samedi;2014;2014-05-17;L;L3;De 10h à 16h;2710
CERGY LE HAUT;87382655;JOB;2018;2018-03-27;L;L3;De 6h à 10h;2103
LES VALLEES;87386300;Dimanche;2014;2014-05-18;L;L3;De 10h à 16h;1271
PARIS SAINT-LAZARE;87384008;Dimanche;2014;2014-05-18;L;L3;De 16h à 20h;4026
BELLEVUE;87393116;JOB;2018;2018-10-16;N;N;Après 20h;126
BEYNES;87393363;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;18
CHAVILLE RIVE GAUCHE;87393207;Dimanche;2018;2018-10-14;N;N;Après 20h;84
CLAMART;87391565;JOB;2018;2018-10-16;N;N;De 16h à 20h;908
DREUX;87393488;JOB;2018;2018-10-16;N;N;De 10h à 16h;255
EPONE MEZIERES;87386763;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;52
EPONE MEZIERES;87386763;JOB;2018;2018-10-16;N;N;De 16h à 20h;93
EPONE MEZIERES;87386763;Samedi;2018;2018-10-20;N;N;De 10h à 16h;107
FONTENAY LE FLEURY;87393405;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;278
LA VERRIERE;87393256;Samedi;2018;2018-10-20;N;N;De 16h à 20h;582
MARCHEZAIS BROUE;87393470;Samedi;2018;2018-10-20;N;N;Après 20h;1
MAULE;87381723;JOB;2018;2018-10-16;N;N;Après 20h;14
MONTFORT L'AMAURY MERE;87393892;JOB;2018;2018-10-16;N;N;De 6h à 10h;796
SAINT-CYR;87393223;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;712
SAINT-CYR;87393223;JOB;2018;2018-10-18;N;N;Après 20h;48
SAINT-QUENTIN EN YVELINES;87393843;JOB;2018;2018-10-18;N;N;De 16h à 20h;1011
TRAPPES;87393835;Samedi;2018;2018-10-20;N;N;De 6h à 10h;549
VIROFLAY RIVE GAUCHE;87393215;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;544
CHELLES GOURNAY;87116111;JOB;2019;2019-03-13;P;P;De 6h à 10h;5191
